temp,Date,Time
29.69,12/17/15,04:15:00 - PM
29.69,12/20/15,01:00:00 - PM
29.69,12/27/15,03:45:00 - PM
29.69,2/1/16,12:45:00 - PM
29.69,2/1/16,02:30:00 - PM
29.69,1/14/16,09:15:00 - AM
29.69,1/15/16,10:30:00 - AM
29.69,1/17/16,12:45:00 - PM
29.69,1/20/16,12:15:00 - PM
29.69,1/21/16,01:30:00 - PM
29.69,1/22/16,01:30:00 - PM
29.69,1/25/16,11:30:00 - AM
29.69,1/27/16,04:00:00 - PM
29.69,1/30/16,01:30:00 - PM
29.69,1/31/16,11:30:00 - AM
29.69,2/2/16,04:00:00 - PM
29.69,3/2/16,08:45:00 - AM
29.69,7/2/16,05:00:00 - PM
29.69,11/2/16,06:00:00 - PM
29.69,12/2/16,05:30:00 - PM
29.69,2/13/16,06:15:00 - PM
29.69,2/14/16,10:00:00 - AM
29.69,2/22/16,12:00:00 - PM
29.69,2/22/16,12:15:00 - PM
29.69,2/22/16,03:15:00 - PM
29.69,2/23/16,11:30:00 - AM
29.69,4/3/16,02:45:00 - PM
29.69,5/3/16,01:15:00 - PM
29.69,5/3/16,02:00:00 - PM
29.69,6/3/16,03:45:00 - PM
29.69,7/3/16,10:15:00 - AM
29.69,11/3/16,01:45:00 - PM
29.69,3/18/16,08:15:00 - AM
29.69,3/19/16,06:30:00 - PM
29.69,3/21/16,08:45:00 - PM
29.69,3/22/16,05:45:00 - PM
29.69,3/23/16,07:45:00 - AM
29.69,3/23/16,05:30:00 - PM
29.69,3/26/16,08:00:00 - AM
29.69,3/27/16,12:00:00 - AM
29.69,3/27/16,07:45:00 - AM
29.69,3/29/16,12:30:00 - AM
29.69,3/29/16,09:00:00 - PM
29.69,3/30/16,07:30:00 - AM
29.69,3/30/16,08:45:00 - PM
29.69,3/30/16,09:00:00 - PM
29.69,1/4/16,02:15:00 - PM
29.69,2/4/16,10:00:00 - PM
29.69,5/4/16,08:00:00 - PM
29.69,5/4/16,08:15:00 - PM
29.69,7/4/16,03:45:00 - AM
29.69,8/4/16,10:30:00 - PM
29.69,9/4/16,01:15:00 - AM
29.69,10/4/16,01:30:00 - AM
29.69,10/4/16,01:45:00 - AM
29.69,10/4/16,08:00:00 - PM
29.69,11/4/16,07:15:00 - PM
29.69,12/4/16,07:00:00 - PM
29.69,12/4/16,07:15:00 - PM
29.69,4/13/16,08:00:00 - AM
29.69,4/13/16,09:45:00 - PM
29.69,4/15/16,05:30:00 - PM
29.69,4/25/16,11:00:00 - AM
29.69,4/25/16,11:15:00 - AM
29.69,4/25/16,03:00:00 - PM
29.69,4/26/16,04:45:00 - PM
29.69,4/26/16,07:30:00 - PM
29.69,1/5/16,06:45:00 - PM
29.69,4/5/16,11:15:00 - AM
29.69,7/5/16,02:00:00 - PM
29.69,8/5/16,01:30:00 - PM
29.69,9/5/16,02:15:00 - PM
29.69,10/5/16,02:45:00 - PM
29.74,12/15/15,01:15:00 - PM
29.74,12/17/15,03:15:00 - PM
29.74,12/27/15,11:15:00 - AM
29.74,12/29/15,09:45:00 - AM
29.74,12/30/15,04:00:00 - PM
29.74,12/31/15,11:30:00 - AM
29.74,1/1/16,03:00:00 - PM
29.74,3/1/16,12:45:00 - PM
29.74,11/1/16,11:30:00 - AM
29.74,11/1/16,02:45:00 - PM
29.74,1/16/16,02:45:00 - PM
29.74,1/19/16,12:00:00 - PM
29.74,1/20/16,01:15:00 - PM
29.74,1/21/16,02:00:00 - PM
29.74,1/22/16,12:00:00 - PM
29.74,1/30/16,11:45:00 - AM
29.74,4/2/16,05:30:00 - PM
29.74,5/2/16,04:00:00 - PM
29.74,7/2/16,09:30:00 - AM
29.74,7/2/16,04:45:00 - PM
29.74,8/2/16,09:15:00 - AM
29.74,2/14/16,09:45:00 - AM
29.74,2/22/16,10:00:00 - AM
29.74,2/22/16,03:00:00 - PM
29.74,4/3/16,03:00:00 - PM
29.74,4/3/16,03:15:00 - PM
29.74,5/3/16,10:45:00 - AM
29.74,5/3/16,12:15:00 - PM
29.74,5/3/16,01:30:00 - PM
29.74,5/3/16,01:45:00 - PM
29.74,7/3/16,04:45:00 - PM
29.74,10/3/16,03:45:00 - PM
29.74,12/3/16,09:00:00 - AM
29.74,12/3/16,05:00:00 - PM
29.74,3/13/16,09:00:00 - AM
29.74,3/15/16,09:15:00 - AM
29.74,3/16/16,05:00:00 - PM
29.74,3/17/16,04:45:00 - PM
29.74,3/19/16,06:15:00 - PM
29.74,3/20/16,08:15:00 - AM
29.74,3/20/16,08:45:00 - PM
29.74,3/21/16,07:15:00 - PM
29.74,3/24/16,05:00:00 - PM
29.74,3/26/16,10:45:00 - PM
29.74,3/26/16,11:00:00 - PM
29.74,3/27/16,08:00:00 - AM
29.74,3/28/16,11:15:00 - PM
29.74,3/28/16,11:30:00 - PM
29.74,3/29/16,08:30:00 - PM
29.74,3/30/16,08:30:00 - PM
29.74,3/31/16,07:00:00 - PM
29.74,1/4/16,01:00:00 - PM
29.74,2/4/16,08:30:00 - PM
29.74,2/4/16,09:45:00 - PM
29.74,3/4/16,02:15:00 - PM
29.74,3/4/16,02:45:00 - PM
29.74,3/4/16,03:00:00 - PM
29.74,7/4/16,02:00:00 - AM
29.74,7/4/16,02:15:00 - AM
29.74,8/4/16,09:45:00 - PM
29.74,8/4/16,10:00:00 - PM
29.74,8/4/16,11:00:00 - PM
29.74,8/4/16,11:15:00 - PM
29.74,8/4/16,11:30:00 - PM
29.74,8/4/16,11:45:00 - PM
29.74,9/4/16,12:00:00 - AM
29.74,9/4/16,12:15:00 - AM
29.74,9/4/16,12:30:00 - AM
29.74,9/4/16,09:30:00 - PM
29.74,9/4/16,09:45:00 - PM
29.74,9/4/16,11:00:00 - PM
29.74,9/4/16,11:15:00 - PM
29.74,10/4/16,12:00:00 - AM
29.74,10/4/16,12:15:00 - AM
29.74,10/4/16,12:30:00 - AM
29.74,10/4/16,12:45:00 - AM
29.74,12/4/16,06:15:00 - PM
29.74,4/13/16,09:30:00 - PM
29.74,4/14/16,05:30:00 - PM
29.74,4/15/16,09:30:00 - AM
29.74,4/16/16,01:15:00 - PM
29.74,4/16/16,01:30:00 - PM
29.74,4/16/16,02:15:00 - PM
29.74,4/17/16,10:15:00 - AM
29.74,4/25/16,11:30:00 - AM
29.74,4/25/16,02:45:00 - PM
29.74,4/26/16,10:00:00 - AM
29.74,4/27/16,04:45:00 - PM
29.74,4/5/16,04:45:00 - PM
29.74,5/5/16,12:00:00 - PM
29.74,10/5/16,01:30:00 - PM
29.79,12/18/15,11:45:00 - AM
29.79,12/19/15,01:15:00 - PM
29.79,12/28/15,09:30:00 - AM
29.79,12/29/15,01:45:00 - PM
29.79,12/29/15,02:15:00 - PM
29.79,1/1/16,01:45:00 - PM
29.79,10/1/16,04:00:00 - PM
29.79,11/1/16,02:30:00 - PM
29.79,12/1/16,01:15:00 - PM
29.79,12/1/16,01:45:00 - PM
29.79,1/23/16,09:45:00 - AM
29.79,1/29/16,10:30:00 - AM
29.79,2/2/16,03:30:00 - PM
29.79,5/2/16,11:15:00 - AM
29.79,5/2/16,03:45:00 - PM
29.79,7/2/16,04:30:00 - PM
29.79,2/13/16,09:15:00 - AM
29.79,2/22/16,10:15:00 - AM
29.79,2/22/16,01:00:00 - PM
29.79,6/3/16,09:30:00 - AM
29.79,7/3/16,04:30:00 - PM
29.79,3/13/16,05:30:00 - PM
29.79,3/16/16,08:30:00 - AM
29.79,3/16/16,04:45:00 - PM
29.79,3/18/16,08:45:00 - AM
29.79,3/18/16,09:00:00 - AM
29.79,3/18/16,09:15:00 - AM
29.79,3/18/16,09:30:00 - AM
29.79,3/18/16,06:30:00 - PM
29.79,3/19/16,08:00:00 - AM
29.79,3/20/16,08:30:00 - AM
29.79,3/20/16,08:30:00 - PM
29.79,3/21/16,07:45:00 - AM
29.79,3/21/16,07:00:00 - PM
29.79,3/22/16,08:00:00 - AM
29.79,3/23/16,08:00:00 - AM
29.79,3/27/16,08:00:00 - PM
29.79,3/28/16,10:15:00 - PM
29.79,3/29/16,08:15:00 - PM
29.79,3/30/16,08:15:00 - PM
29.79,2/4/16,08:45:00 - PM
29.79,2/4/16,09:00:00 - PM
29.79,2/4/16,09:15:00 - PM
29.79,3/4/16,01:45:00 - PM
29.79,4/4/16,08:30:00 - AM
29.79,7/4/16,01:45:00 - AM
29.79,7/4/16,07:45:00 - PM
29.79,8/4/16,09:00:00 - PM
29.79,9/4/16,09:15:00 - PM
29.79,12/4/16,06:00:00 - PM
29.79,4/17/16,12:45:00 - PM
29.79,4/20/16,01:00:00 - PM
29.79,4/20/16,01:45:00 - PM
29.79,4/26/16,05:15:00 - PM
29.79,4/27/16,10:15:00 - AM
29.79,4/5/16,12:15:00 - PM
29.84,12/17/15,02:45:00 - PM
29.84,12/18/15,03:30:00 - PM
29.84,12/27/15,12:30:00 - PM
29.84,12/28/15,10:45:00 - AM
29.84,12/31/15,12:00:00 - PM
29.84,12/31/15,02:15:00 - PM
29.84,10/1/16,02:30:00 - PM
29.84,1/13/16,02:45:00 - PM
29.84,1/16/16,10:00:00 - AM
29.84,1/22/16,12:15:00 - PM
29.84,1/29/16,10:15:00 - AM
29.84,1/30/16,10:45:00 - AM
29.84,1/30/16,12:15:00 - PM
29.84,2/2/16,09:45:00 - AM
29.84,2/2/16,11:00:00 - AM
29.84,2/2/16,11:30:00 - AM
29.84,3/2/16,03:45:00 - PM
29.84,3/2/16,04:00:00 - PM
29.84,4/2/16,05:15:00 - PM
29.84,8/2/16,11:30:00 - AM
29.84,9/2/16,09:15:00 - AM
29.84,11/2/16,05:00:00 - PM
29.84,11/2/16,05:15:00 - PM
29.84,11/2/16,05:30:00 - PM
29.84,12/2/16,08:30:00 - AM
29.84,2/13/16,04:15:00 - PM
29.84,2/22/16,10:45:00 - AM
29.84,2/22/16,01:30:00 - PM
29.84,2/22/16,01:45:00 - PM
29.84,7/3/16,04:15:00 - PM
29.84,8/3/16,11:30:00 - AM
29.84,9/3/16,04:45:00 - PM
29.84,9/3/16,05:00:00 - PM
29.84,9/3/16,05:15:00 - PM
29.84,12/3/16,04:45:00 - PM
29.84,3/15/16,04:30:00 - PM
29.84,3/19/16,06:00:00 - PM
29.84,3/22/16,05:00:00 - PM
29.84,3/23/16,02:15:00 - PM
29.84,3/24/16,09:00:00 - AM
29.84,3/24/16,10:00:00 - AM
29.84,3/24/16,04:45:00 - PM
29.84,3/27/16,08:30:00 - AM
29.84,3/29/16,08:00:00 - PM
29.84,3/30/16,08:00:00 - PM
29.84,3/31/16,06:45:00 - PM
29.84,5/4/16,06:15:00 - PM
29.84,7/4/16,12:15:00 - AM
29.84,7/4/16,12:30:00 - AM
29.84,7/4/16,12:45:00 - AM
29.84,7/4/16,01:00:00 - AM
29.84,7/4/16,01:15:00 - AM
29.84,9/4/16,08:30:00 - AM
29.84,10/4/16,07:30:00 - PM
29.84,11/4/16,06:45:00 - PM
29.84,12/4/16,05:45:00 - PM
29.84,4/14/16,05:15:00 - PM
29.84,4/15/16,05:00:00 - PM
29.84,4/16/16,10:00:00 - AM
29.84,4/16/16,10:15:00 - AM
29.84,4/26/16,10:15:00 - AM
29.84,4/27/16,04:30:00 - PM
29.84,1/5/16,06:00:00 - PM
29.84,4/5/16,11:30:00 - AM
29.89,12/17/15,02:00:00 - PM
29.89,12/29/15,01:15:00 - PM
29.89,12/30/15,03:45:00 - PM
29.89,3/1/16,02:15:00 - PM
29.89,10/1/16,01:00:00 - PM
29.89,10/1/16,02:15:00 - PM
29.89,11/1/16,01:15:00 - PM
29.89,11/1/16,01:30:00 - PM
29.89,1/14/16,09:45:00 - AM
29.89,1/15/16,09:30:00 - AM
29.89,1/23/16,10:00:00 - AM
29.89,1/26/16,04:30:00 - PM
29.89,1/27/16,10:00:00 - AM
29.89,1/29/16,09:30:00 - AM
29.89,2/2/16,10:15:00 - AM
29.89,3/2/16,02:45:00 - PM
29.89,3/2/16,03:00:00 - PM
29.89,5/2/16,02:30:00 - PM
29.89,5/2/16,03:00:00 - PM
29.89,5/2/16,03:15:00 - PM
29.89,8/2/16,11:15:00 - AM
29.89,2/13/16,04:00:00 - PM
29.89,2/13/16,04:30:00 - PM
29.89,2/13/16,05:30:00 - PM
29.89,2/22/16,02:00:00 - PM
29.89,8/3/16,04:30:00 - PM
29.89,9/3/16,04:30:00 - PM
29.89,10/3/16,01:45:00 - PM
29.89,10/3/16,03:30:00 - PM
29.89,3/13/16,05:00:00 - PM
29.89,3/15/16,04:15:00 - PM
29.89,3/19/16,08:15:00 - AM
29.89,3/23/16,03:00:00 - PM
29.89,3/23/16,04:00:00 - PM
29.89,3/23/16,04:30:00 - PM
29.89,3/25/16,06:00:00 - PM
29.89,3/27/16,07:30:00 - PM
29.89,3/28/16,09:30:00 - PM
29.89,3/29/16,07:45:00 - PM
29.89,3/31/16,12:00:00 - PM
29.89,4/4/16,05:45:00 - PM
29.89,8/4/16,08:15:00 - PM
29.89,9/4/16,08:00:00 - PM
29.89,10/4/16,07:15:00 - PM
29.89,11/4/16,06:30:00 - PM
29.89,12/4/16,05:30:00 - PM
29.89,4/17/16,10:45:00 - AM
29.89,4/17/16,12:15:00 - PM
29.89,4/25/16,12:15:00 - PM
29.89,4/25/16,02:15:00 - PM
29.89,4/27/16,10:45:00 - AM
29.89,1/5/16,05:45:00 - PM
29.89,2/5/16,04:45:00 - PM
29.89,9/5/16,12:45:00 - PM
29.89,9/5/16,01:00:00 - PM
29.89,9/5/16,01:45:00 - PM
30.52,12/18/15,01:45:00 - PM
30.52,12/30/15,01:45:00 - PM
30.52,4/2/16,12:30:00 - PM
30.52,4/2/16,01:45:00 - PM
30.52,4/2/16,02:00:00 - PM
30.52,4/2/16,02:15:00 - PM
30.52,4/2/16,02:30:00 - PM
30.52,11/2/16,10:30:00 - AM
30.52,11/2/16,10:45:00 - AM
30.52,11/2/16,11:00:00 - AM
30.52,11/2/16,02:30:00 - PM
30.52,3/14/16,10:45:00 - AM
30.52,3/16/16,09:45:00 - AM
30.52,3/16/16,12:30:00 - PM
30.52,3/17/16,12:15:00 - PM
30.52,3/18/16,12:15:00 - PM
30.52,3/18/16,02:30:00 - PM
30.52,3/18/16,03:00:00 - PM
30.52,3/18/16,03:15:00 - PM
30.52,3/19/16,09:30:00 - AM
30.52,3/26/16,09:15:00 - AM
30.52,3/26/16,04:15:00 - PM
30.52,3/27/16,03:45:00 - PM
30.52,3/28/16,06:15:00 - PM
30.52,3/30/16,08:45:00 - AM
30.52,2/4/16,10:15:00 - AM
30.52,2/4/16,11:30:00 - AM
30.52,4/4/16,10:45:00 - AM
30.52,4/4/16,12:45:00 - PM
30.52,4/13/16,04:45:00 - PM
30.52,4/14/16,10:15:00 - AM
30.52,4/15/16,12:45:00 - PM
30.52,4/15/16,01:30:00 - PM
30.52,4/27/16,01:30:00 - PM
30.52,4/27/16,01:45:00 - PM
30.52,2/5/16,02:15:00 - PM
30.9,11/2/16,01:30:00 - PM
30.9,12/2/16,02:30:00 - PM
30.9,3/19/16,02:15:00 - PM
30.9,3/19/16,03:30:00 - PM
30.9,3/20/16,01:00:00 - PM
30.9,2/4/16,01:15:00 - PM
30.9,6/4/16,04:45:00 - PM
30.9,7/4/16,09:45:00 - AM
30.9,7/4/16,10:30:00 - AM
30.9,7/4/16,05:15:00 - PM
30.9,8/4/16,04:45:00 - PM
30.9,9/4/16,10:30:00 - AM
30.9,10/4/16,04:30:00 - PM
30.9,11/4/16,10:00:00 - AM
30.9,12/4/16,01:15:00 - PM
30.9,12/4/16,01:30:00 - PM
30.9,12/4/16,01:45:00 - PM
30.95,12/2/16,12:00:00 - PM
30.95,3/19/16,01:30:00 - PM
30.95,3/19/16,02:00:00 - PM
30.95,3/19/16,02:30:00 - PM
30.95,3/19/16,03:00:00 - PM
30.95,3/21/16,09:30:00 - AM
30.95,3/28/16,05:30:00 - PM
30.95,3/29/16,09:30:00 - AM
30.95,3/29/16,04:30:00 - PM
30.95,3/30/16,09:30:00 - AM
30.95,3/30/16,04:30:00 - PM
30.95,3/31/16,01:45:00 - PM
30.95,3/31/16,02:00:00 - PM
30.95,3/31/16,02:15:00 - PM
30.95,5/4/16,02:45:00 - PM
30.95,6/4/16,10:45:00 - AM
30.95,7/4/16,05:00:00 - PM
30.95,8/4/16,04:30:00 - PM
30.95,9/4/16,03:30:00 - PM
30.95,4/14/16,10:30:00 - AM
30.95,4/14/16,11:45:00 - AM
31.23,12/2/16,12:45:00 - PM
31.23,3/21/16,02:45:00 - PM
31.23,3/29/16,10:15:00 - AM
31.23,3/30/16,10:00:00 - AM
31.23,7/4/16,04:00:00 - PM
31.23,9/4/16,02:00:00 - PM
31.23,9/4/16,02:45:00 - PM
31.23,10/4/16,10:30:00 - AM
31.23,11/4/16,10:45:00 - AM
31.51,3/29/16,12:45:00 - PM
31.51,3/29/16,02:00:00 - PM
31.51,3/30/16,03:30:00 - PM
31.51,6/4/16,03:00:00 - PM
31.51,10/4/16,01:00:00 - PM
31.74,3/28/16,01:15:00 - PM
31.97,3/28/16,03:00:00 - PM
25.453,10/5/16,04:30:00 - PM
26.036,10/5/16,04:15:00 - PM
26.867,6/5/16,06:45:00 - AM
26.867,6/5/16,07:00:00 - AM
26.965,6/5/16,06:30:00 - AM
26.989,6/5/16,06:15:00 - AM
26.989,6/5/16,07:30:00 - AM
27.014,6/5/16,05:45:00 - AM
27.014,6/5/16,06:00:00 - AM
27.063,6/5/16,05:30:00 - AM
27.087,6/5/16,07:45:00 - AM
27.112,6/5/16,05:00:00 - AM
27.112,6/5/16,05:15:00 - AM
27.136,6/5/16,04:45:00 - AM
27.161,6/5/16,04:15:00 - AM
27.161,6/5/16,04:30:00 - AM
27.186,6/5/16,08:00:00 - AM
27.259,5/5/16,10:45:00 - PM
27.259,5/5/16,11:15:00 - PM
27.259,6/5/16,03:30:00 - AM
27.284,1/22/16,06:15:00 - AM
27.284,6/5/16,02:30:00 - AM
27.284,6/5/16,02:45:00 - AM
27.284,6/5/16,03:00:00 - AM
27.284,6/5/16,03:15:00 - AM
27.308,1/22/16,05:00:00 - AM
27.308,1/22/16,05:15:00 - AM
27.308,1/22/16,05:30:00 - AM
27.308,1/22/16,05:45:00 - AM
27.308,1/22/16,06:00:00 - AM
27.308,6/5/16,02:00:00 - AM
27.308,6/5/16,02:15:00 - AM
27.333,1/22/16,04:45:00 - AM
27.333,6/5/16,01:30:00 - AM
27.333,6/5/16,01:45:00 - AM
27.358,1/22/16,04:30:00 - AM
27.358,1/22/16,06:30:00 - AM
27.358,5/5/16,11:30:00 - PM
27.358,5/5/16,11:45:00 - PM
27.358,6/5/16,12:00:00 - AM
27.358,6/5/16,12:30:00 - AM
27.358,6/5/16,12:45:00 - AM
27.358,10/5/16,03:45:00 - PM
27.382,1/22/16,04:15:00 - AM
27.382,6/5/16,12:15:00 - AM
27.382,6/5/16,01:15:00 - AM
27.407,1/22/16,06:45:00 - AM
27.407,5/5/16,10:30:00 - PM
27.407,6/5/16,01:00:00 - AM
27.431,1/22/16,04:00:00 - AM
27.456,1/22/16,03:15:00 - AM
27.456,1/22/16,03:45:00 - AM
27.456,3/5/16,06:15:00 - AM
27.456,3/5/16,06:30:00 - AM
27.456,3/5/16,06:45:00 - AM
27.456,3/5/16,07:00:00 - AM
27.481,10/12/15,05:30:00 - AM
27.481,10/12/15,05:45:00 - AM
27.481,10/12/15,06:00:00 - AM
27.481,10/12/15,06:15:00 - AM
27.481,12/15/15,05:15:00 - AM
27.481,12/15/15,05:30:00 - AM
27.481,12/15/15,06:00:00 - AM
27.481,12/15/15,06:15:00 - AM
27.481,1/22/16,03:00:00 - AM
27.481,1/22/16,03:30:00 - AM
27.481,1/22/16,07:00:00 - AM
27.481,3/5/16,06:00:00 - AM
27.481,6/5/16,11:00:00 - PM
27.481,6/5/16,11:15:00 - PM
27.481,6/5/16,11:30:00 - PM
27.505,10/12/15,05:00:00 - AM
27.505,10/12/15,05:15:00 - AM
27.505,10/12/15,06:30:00 - AM
27.505,10/12/15,06:45:00 - AM
27.505,12/15/15,04:45:00 - AM
27.505,12/15/15,05:00:00 - AM
27.505,12/15/15,05:45:00 - AM
27.505,12/15/15,06:30:00 - AM
27.505,3/5/16,05:30:00 - AM
27.505,3/5/16,05:45:00 - AM
27.505,3/5/16,07:15:00 - AM
27.505,6/5/16,11:45:00 - PM
27.554,10/12/15,04:30:00 - AM
27.554,10/12/15,07:00:00 - AM
27.554,12/15/15,03:45:00 - AM
27.554,12/15/15,04:00:00 - AM
27.554,1/22/16,02:30:00 - AM
27.554,6/5/16,09:45:00 - PM
27.579,10/12/15,04:00:00 - AM
27.579,10/12/15,04:15:00 - AM
27.579,12/15/15,02:45:00 - AM
27.579,12/15/15,03:00:00 - AM
27.579,12/15/15,03:15:00 - AM
27.579,12/15/15,03:30:00 - AM
27.579,1/22/16,07:15:00 - AM
27.579,3/5/16,04:45:00 - AM
27.579,3/5/16,05:00:00 - AM
27.579,6/5/16,09:30:00 - PM
27.579,7/5/16,12:00:00 - AM
27.604,12/13/15,04:45:00 - AM
27.604,12/13/15,05:00:00 - AM
27.604,12/13/15,05:15:00 - AM
27.604,12/13/15,05:30:00 - AM
27.604,12/15/15,02:15:00 - AM
27.604,12/15/15,02:30:00 - AM
27.604,12/16/15,05:45:00 - AM
27.604,12/16/15,06:00:00 - AM
27.604,12/16/15,06:15:00 - AM
27.604,12/31/15,03:30:00 - AM
27.604,12/31/15,03:45:00 - AM
27.604,12/31/15,04:00:00 - AM
27.604,3/5/16,04:15:00 - AM
27.604,3/5/16,04:30:00 - AM
27.604,3/5/16,07:30:00 - AM
27.604,3/5/16,08:30:00 - PM
27.604,5/5/16,10:00:00 - PM
27.604,7/5/16,07:45:00 - AM
27.628,10/12/15,03:45:00 - AM
27.628,12/12/15,06:30:00 - PM
27.628,12/12/15,06:45:00 - PM
27.628,12/13/15,04:15:00 - AM
27.628,12/13/15,04:30:00 - AM
27.628,12/13/15,05:45:00 - AM
27.628,12/15/15,12:15:00 - AM
27.628,12/15/15,12:30:00 - AM
27.628,12/15/15,12:45:00 - AM
27.628,12/15/15,01:00:00 - AM
27.628,12/15/15,01:15:00 - AM
27.628,12/15/15,01:30:00 - AM
27.628,12/15/15,01:45:00 - AM
27.628,12/15/15,02:00:00 - AM
27.628,12/16/15,04:45:00 - AM
27.628,12/16/15,05:00:00 - AM
27.628,12/16/15,05:15:00 - AM
27.628,12/16/15,05:30:00 - AM
27.628,12/31/15,03:00:00 - AM
27.628,12/31/15,03:15:00 - AM
27.628,12/31/15,04:15:00 - AM
27.628,1/22/16,02:15:00 - AM
27.628,3/5/16,04:00:00 - AM
27.628,3/5/16,08:15:00 - PM
27.628,3/5/16,08:45:00 - PM
27.628,6/5/16,09:15:00 - PM
27.628,7/5/16,06:30:00 - AM
27.628,7/5/16,06:45:00 - AM
27.628,7/5/16,07:30:00 - AM
27.628,7/5/16,08:00:00 - AM
27.653,10/12/15,03:30:00 - AM
27.653,12/12/15,07:00:00 - PM
27.653,12/13/15,03:15:00 - AM
27.653,12/13/15,03:30:00 - AM
27.653,12/13/15,03:45:00 - AM
27.653,12/13/15,04:00:00 - AM
27.653,12/13/15,06:00:00 - AM
27.653,12/13/15,06:15:00 - AM
27.653,12/14/15,11:45:00 - PM
27.653,12/15/15,12:00:00 - AM
27.653,12/16/15,03:15:00 - AM
27.653,12/16/15,03:30:00 - AM
27.653,12/16/15,04:00:00 - AM
27.653,12/16/15,04:15:00 - AM
27.653,12/16/15,04:30:00 - AM
27.653,12/31/15,01:30:00 - AM
27.653,12/31/15,01:45:00 - AM
27.653,12/31/15,02:45:00 - AM
27.653,12/31/15,05:15:00 - AM
27.653,12/31/15,05:30:00 - AM
27.653,3/5/16,03:45:00 - AM
27.653,3/5/16,08:00:00 - PM
27.653,3/5/16,09:00:00 - PM
27.653,7/5/16,06:15:00 - AM
27.677,10/12/15,01:45:00 - AM
27.677,10/12/15,02:00:00 - AM
27.677,10/12/15,02:15:00 - AM
27.677,10/12/15,02:30:00 - AM
27.677,10/12/15,02:45:00 - AM
27.677,10/12/15,03:00:00 - AM
27.677,10/12/15,03:15:00 - AM
27.677,10/12/15,07:15:00 - AM
27.677,12/12/15,06:15:00 - PM
27.677,12/12/15,07:15:00 - PM
27.677,12/12/15,07:30:00 - PM
27.677,12/13/15,02:15:00 - AM
27.677,12/13/15,02:30:00 - AM
27.677,12/13/15,02:45:00 - AM
27.677,12/13/15,03:00:00 - AM
27.677,12/14/15,11:30:00 - PM
27.677,12/15/15,07:00:00 - AM
27.677,12/15/15,07:15:00 - AM
27.677,12/16/15,02:45:00 - AM
27.677,12/16/15,03:00:00 - AM
27.677,12/16/15,03:45:00 - AM
27.677,12/16/15,06:30:00 - AM
27.677,12/31/15,12:30:00 - AM
27.677,12/31/15,12:45:00 - AM
27.677,12/31/15,01:00:00 - AM
27.677,12/31/15,01:15:00 - AM
27.677,12/31/15,02:00:00 - AM
27.677,12/31/15,02:15:00 - AM
27.677,12/31/15,02:30:00 - AM
27.677,12/31/15,04:30:00 - AM
27.677,12/31/15,04:45:00 - AM
27.677,12/31/15,05:00:00 - AM
27.677,1/22/16,02:00:00 - AM
27.677,1/22/16,07:30:00 - AM
27.677,3/5/16,03:30:00 - AM
27.677,3/5/16,09:15:00 - PM
27.677,5/5/16,09:45:00 - PM
27.677,6/5/16,09:00:00 - PM
27.677,7/5/16,07:00:00 - AM
27.677,7/5/16,07:15:00 - AM
27.702,9/12/15,07:30:00 - PM
27.702,9/12/15,07:45:00 - PM
27.702,9/12/15,08:00:00 - PM
27.702,9/12/15,08:15:00 - PM
27.702,9/12/15,08:30:00 - PM
27.702,9/12/15,08:45:00 - PM
27.702,9/12/15,10:45:00 - PM
27.702,9/12/15,11:00:00 - PM
27.702,9/12/15,11:15:00 - PM
27.702,9/12/15,11:30:00 - PM
27.702,9/12/15,11:45:00 - PM
27.702,10/12/15,01:00:00 - AM
27.702,10/12/15,01:15:00 - AM
27.702,10/12/15,01:30:00 - AM
27.702,11/12/15,03:00:00 - AM
27.702,11/12/15,03:15:00 - AM
27.702,12/12/15,07:45:00 - PM
27.702,12/13/15,01:15:00 - AM
27.702,12/13/15,01:30:00 - AM
27.702,12/13/15,01:45:00 - AM
27.702,12/13/15,02:00:00 - AM
27.702,12/14/15,08:45:00 - PM
27.702,12/14/15,09:00:00 - PM
27.702,12/14/15,10:45:00 - PM
27.702,12/14/15,11:00:00 - PM
27.702,12/14/15,11:15:00 - PM
27.702,12/16/15,02:30:00 - AM
27.702,12/23/15,05:15:00 - AM
27.702,12/23/15,05:30:00 - AM
27.702,12/23/15,05:45:00 - AM
27.702,12/25/15,03:45:00 - AM
27.702,12/25/15,04:00:00 - AM
27.702,12/25/15,04:15:00 - AM
27.702,12/25/15,04:45:00 - AM
27.702,12/25/15,05:00:00 - AM
27.702,12/25/15,05:15:00 - AM
27.702,12/25/15,05:45:00 - AM
27.702,12/31/15,12:00:00 - AM
27.702,12/31/15,12:15:00 - AM
27.702,8/1/16,09:45:00 - PM
27.702,1/21/16,05:30:00 - AM
27.702,1/21/16,05:45:00 - AM
27.702,1/21/16,06:00:00 - AM
27.702,1/21/16,06:15:00 - AM
27.702,1/22/16,01:45:00 - AM
27.702,3/5/16,03:15:00 - AM
27.702,3/5/16,07:45:00 - PM
27.702,3/5/16,09:30:00 - PM
27.702,6/5/16,08:45:00 - PM
27.702,7/5/16,12:15:00 - AM
27.702,7/5/16,06:00:00 - AM
27.727,9/12/15,07:15:00 - PM
27.727,9/12/15,09:00:00 - PM
27.727,9/12/15,09:15:00 - PM
27.727,9/12/15,09:30:00 - PM
27.727,9/12/15,10:00:00 - PM
27.727,9/12/15,10:15:00 - PM
